challenge_id;user_id;round_images;target_disease;target_image;success;selected_disease;selected_position;final_rank;time;shown_images;positive_feed;true_positive;negative_feed;true_negative
307_3;307;4;Botrytis;bt1;True;Botrytis;1;[('Botrytis', 2.2), ('Mucor', -1.6), ('Alternaria', -5.4), ('Penicillium', -5.4)];67.299;['IMG_5866', 'DSS_KA_1_107', 'IMG_2975', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', '18-DSS-CAFA-2-017_alternaria_granny-smith_outer_1', 'IMG_7955', 'DSS_KA_1_012', 'DSS_GEOS_1_189', 'IMG_2712', '18-DSS-KA-3-005_alternaria_granny-smith_outer_1', 'IMG_6441', 'IMG_8394', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_3064', 'DSS_MX_1_FUJI_0001', 'DSS_MX_1_GOLD_0010', 'IMG_2728', 'IMG_3910', 'biosudtirol_044', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_8072', 'IMG_0027', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_2669'];['DSS_GEOS_1_189', 'IMG_2712', 'IMG_3064', 'DSS_MX_1_GOLD_0010', 'IMG_3910', 'IMG_8072'];['DSS_GEOS_1_189', 'DSS_MX_1_GOLD_0010', 'IMG_3910', 'IMG_8072'];['IMG_5866', 'DSS_KA_1_107', 'IMG_2975', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', '18-DSS-CAFA-2-017_alternaria_granny-smith_outer_1', 'IMG_7955', 'DSS_KA_1_012', '18-DSS-KA-3-005_alternaria_granny-smith_outer_1', 'IMG_6441', 'IMG_8394', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'DSS_MX_1_FUJI_0001', 'IMG_2728', 'biosudtirol_044', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_0027', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_2669'];['IMG_5866', 'IMG_2975', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', '18-DSS-CAFA-2-017_alternaria_granny-smith_outer_1', 'IMG_7955', 'DSS_KA_1_012', '18-DSS-KA-3-005_alternaria_granny-smith_outer_1', 'IMG_6441', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'DSS_MX_1_FUJI_0001', 'IMG_2728', 'biosudtirol_044', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_0027', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_2669']
307_4;307;12;Mucor;mr3;False;Botrytis;1;[('Botrytis', 2.2), ('Penicillium', -2.6), ('Mucor', -3.5), ('Alternaria', -5.4)];48.452;['18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_2975', 'DSS_MX_1_GOLD_0008', 'IMG_4974', 'IMG_2568', '18-DSS-KA-3-005_alternaria_granny-smith_outer_1', 'DSS_KA_1_012', 'IMG_6444', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_6438', 'IMG_2669', 'DSS_KA_1_107', '18-DSS-BS-NTO-1-005_alternaria_natyra_outer_2', 'DSS_KA_1_049', 'DSS_MX_1_GOLD_0010', 'DSS_MX_1_BRAEBURN_0020', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_2712', 'DSS_GEOS_1_189', 'IMG_9419', 'IMG_8072', 'IMG_9279', 'IMG_9162', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2'];['IMG_2975', 'DSS_MX_1_GOLD_0008', 'DSS_KA_1_107', 'DSS_MX_1_GOLD_0010', 'IMG_8072', 'IMG_9162'];['IMG_2975'];['18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_4974', 'IMG_2568', '18-DSS-KA-3-005_alternaria_granny-smith_outer_1', 'DSS_KA_1_012', 'IMG_6444', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_2669', '18-DSS-BS-NTO-1-005_alternaria_natyra_outer_2', 'DSS_KA_1_049', 'DSS_MX_1_BRAEBURN_0020', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_2712', 'DSS_GEOS_1_189', 'IMG_9419', 'IMG_9279', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2'];['18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_4974', 'IMG_2568', '18-DSS-KA-3-005_alternaria_granny-smith_outer_1', 'IMG_6444', '18-DSS-KA-2-031_alternaria_fuji_outer_1', '18-DSS-BS-NTO-1-005_alternaria_natyra_outer_2', 'DSS_KA_1_049', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'DSS_GEOS_1_189', 'IMG_9419', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2']
307_5;307;12;Botrytis;bt3;False;Mucor;2;[('Botrytis', 2.2), ('Mucor', 0.29999999999999993), ('Alternaria', -3.5), ('Penicillium', -5.4)];44.36;['IMG_6438', 'IMG_2975', '18-DSS-KA-2-034_alternaria_fuji_outer_1', 'DSS_KA_1_107', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_6441', 'DSS_MX_1_BRAEBURN_0035', 'IMG_2568', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_9419', 'IMG_1831', 'DSS_MX_1_GOLD_0008', 'IMG_8394', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2', 'IMG_4974', 'IMG_3064', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_8067', 'IMG_3047', 'DSS_MX_1_FUJI_0058', 'IMG_6281', 'IMG_6444', 'IMG_2728', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2'];['DSS_KA_1_107', 'DSS_MX_1_BRAEBURN_0035', 'DSS_MX_1_GOLD_0008', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2', 'IMG_3064', 'IMG_8067', 'IMG_3047', 'IMG_6281'];['DSS_KA_1_107', 'DSS_MX_1_GOLD_0008', 'IMG_8067', 'IMG_6281'];['IMG_6438', 'IMG_2975', '18-DSS-KA-2-034_alternaria_fuji_outer_1', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_6441', 'IMG_2568', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_9419', 'IMG_1831', 'IMG_8394', 'IMG_4974', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'DSS_MX_1_FUJI_0058', 'IMG_6444', 'IMG_2728', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2'];['IMG_6438', 'IMG_2975', '18-DSS-KA-2-034_alternaria_fuji_outer_1', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_6441', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_9419', 'IMG_1831', 'IMG_4974', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'DSS_MX_1_FUJI_0058', 'IMG_6444', 'IMG_2728', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2']
307_6;307;8;Penicillium;pc2;False;Botrytis;1;[('Botrytis', 4.1), ('Mucor', -3.5), ('Penicillium', -3.5), ('Alternaria', -5.4)];67.222;['IMG_7451', 'DSS_GEOS_1_154', '18-DSS-BS-NTO-1-002_alternaria_natyra_outer_4', 'DSS_MX_1_BRAEBURN_0020', 'DSS_MX_1_BRAEBURN_0040', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_2252', 'DSS_MX_1_GOLD_0008', 'DSS_GEOS_1_189', 'DSS_KA_1_058', '18-DSS-KA-2-034_alternaria_fuji_outer_1', 'DSS_MX_1_FUJI_0021', 'IMG_4891', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'IMG_3064', 'IMG_8072', 'DSS_MX_1_FUJI_0031', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_2281', 'IMG_9580', 'IMG_8394', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2', 'IMG_3047', 'DSS_KA_1_049'];['IMG_7451', 'DSS_MX_1_GOLD_0008', 'DSS_GEOS_1_189', 'DSS_MX_1_FUJI_0021', 'IMG_3064', 'IMG_8072', 'IMG_2281'];['DSS_MX_1_FUJI_0021'];['DSS_GEOS_1_154', '18-DSS-BS-NTO-1-002_alternaria_natyra_outer_4', 'DSS_MX_1_BRAEBURN_0020', 'DSS_MX_1_BRAEBURN_0040', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_2252', 'DSS_KA_1_058', '18-DSS-KA-2-034_alternaria_fuji_outer_1', 'IMG_4891', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'DSS_MX_1_FUJI_0031', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_9580', 'IMG_8394', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2', 'IMG_3047', 'DSS_KA_1_049'];['18-DSS-BS-NTO-1-002_alternaria_natyra_outer_4', 'DSS_MX_1_BRAEBURN_0020', 'DSS_MX_1_BRAEBURN_0040', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'DSS_KA_1_058', '18-DSS-KA-2-034_alternaria_fuji_outer_1', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_9580', 'IMG_8394', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2', 'IMG_3047']
307_7;307;8;Mucor;mr2;False;Penicillium;1;[('Penicillium', -3.3), ('Botrytis', -5.2), ('Mucor', -7.100000000000001), ('Alternaria', -9.000000000000002)];87.275;['IMG_3910', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'IMG_3067', 'DSS_MX_1_FUJI_0021', 'IMG_7955', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_7451', 'IMG_2712', 'IMG_9279', 'DSS_MX_1_FUJI_0034', 'DSS_MX_1_GOLD_0010', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_1831', 'IMG_2039', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_8072', 'IMG_7921', 'DSS_GEOS_1_189', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'DSS_MX_1_BRAEBURN_0035', 'IMG_8394', 'biosudtirol_063', 'IMG_2975', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_7921', 'DSS_GEOS_1_189', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'DSS_MX_1_BRAEBURN_0035', 'IMG_8394', 'biosudtirol_063', 'IMG_2975', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_7921', 'DSS_GEOS_1_189', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'DSS_MX_1_BRAEBURN_0035', 'IMG_8394', 'biosudtirol_063', 'IMG_2975', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1'];['IMG_3067', 'DSS_MX_1_FUJI_0021', 'DSS_MX_1_FUJI_0034', 'DSS_MX_1_GOLD_0010', 'IMG_8072', 'biosudtirol_063'];['IMG_3067'];['IMG_3910', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'IMG_7955', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_7451', 'IMG_2712', 'IMG_9279', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_1831', 'IMG_2039', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_7921', 'DSS_GEOS_1_189', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'DSS_MX_1_BRAEBURN_0035', 'IMG_8394', 'biosudtirol_063', 'IMG_2975', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_7921', 'DSS_GEOS_1_189', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'DSS_MX_1_BRAEBURN_0035', 'IMG_8394', 'biosudtirol_063', 'IMG_2975', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_7921', 'DSS_GEOS_1_189', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'DSS_MX_1_BRAEBURN_0035', 'IMG_8394', 'IMG_2975', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1'];['IMG_3910', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'IMG_7955', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_7451', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_2039', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_7921', 'DSS_GEOS_1_189', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_8394', 'biosudtirol_063', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_7921', 'DSS_GEOS_1_189', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_8394', 'biosudtirol_063', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_7921', 'DSS_GEOS_1_189', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_8394', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1']
299_1;299;8;Alternaria;a1;False;Botrytis;1;[('Botrytis', 2), ('Mucor', 0.09999999999999998), ('Penicillium', 0.09999999999999998), ('Alternaria', -1.8)];31.977;['DSS_GEOS_1_189', 'IMG_5892', '18-DSS-BS-NTO-1-002_alternaria_natyra_outer_4', 'DSS_MX_1_BRAEBURN_0040', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_9419', 'DSS_MX_1_BRAEBURN_0020', 'IMG_2281'];['DSS_GEOS_1_189', 'IMG_9419', 'DSS_MX_1_BRAEBURN_0020', 'IMG_2281'];[];['IMG_5892', '18-DSS-BS-NTO-1-002_alternaria_natyra_outer_4', 'DSS_MX_1_BRAEBURN_0040', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1'];['IMG_5892', 'DSS_MX_1_BRAEBURN_0040']
299_2;299;8;Mucor;mr1;False;Botrytis;1;[('Botrytis', 2.2), ('Alternaria', -3.5), ('Mucor', -5.4), ('Penicillium', -5.4)];175.757;['18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_3047', 'IMG_4974', 'IMG_8067', 'DSS_KA_1_102', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_7921', 'IMG_2568', 'DSS_GEOS_1_189', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_2728', 'IMG_9419', 'IMG_3064', 'IMG_0027', 'IMG_6281', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2', 'biosudtirol_483', '18-DSS-BNL-1-002_alternaria_bonita_outer_2', 'DSS_MX_1_BRAEBURN_0040', 'IMG_2281', 'IMG_6441', 'IMG_2975', 'IMG_8072', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3'];['IMG_8067', 'IMG_2568', 'DSS_GEOS_1_189', '18-DSS-BNL-1-002_alternaria_bonita_outer_2', 'IMG_8072'];[];['18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_3047', 'IMG_4974', 'DSS_KA_1_102', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_7921', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_2728', 'IMG_9419', 'IMG_3064', 'IMG_0027', 'IMG_6281', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2', 'biosudtirol_483', 'DSS_MX_1_BRAEBURN_0040', 'IMG_2281', 'IMG_6441', 'IMG_2975', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3'];['18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_4974', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_7921', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_9419', 'IMG_0027', 'IMG_6281', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2', 'biosudtirol_483', 'IMG_2281', 'IMG_6441', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3']
299_3;299;4;Alternaria;a3;False;Penicillium;2;[('Mucor', 2.2), ('Penicillium', 0.29999999999999993), ('Alternaria', -1.6), ('Botrytis', -5.4)];202.298;['18-DSS-BS-NTO-1-005_alternaria_natyra_outer_1', 'IMG_0175', 'DSS_MX_1_GOLD_0010', 'IMG_3067', 'IMG_9580', 'IMG_5892', 'IMG_2281', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'DSS_MX_1_FUJI_0063', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'DSS_MX_1_GOLD_0008', 'IMG_2975', 'IMG_6281', '18-DSS-KA-3-005_alternaria_granny-smith_outer_1', 'biosudtirol_063', 'DSS_KA_1_102', 'IMG_3910', 'IMG_9419', 'DSS_KA_1_012', '18-DSS-KA-2-022_alternaria_fuji_outer_1', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_8072', 'IMG_9944', 'IMG_3064'];['18-DSS-BS-NTO-1-005_alternaria_natyra_outer_1', 'IMG_9580', 'DSS_MX_1_FUJI_0063', 'IMG_2975', 'biosudtirol_063', 'DSS_KA_1_102', 'IMG_9419', 'DSS_KA_1_012', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1'];['18-DSS-BS-NTO-1-005_alternaria_natyra_outer_1', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1'];['IMG_0175', 'DSS_MX_1_GOLD_0010', 'IMG_3067', 'IMG_5892', 'IMG_2281', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'DSS_MX_1_GOLD_0008', 'IMG_6281', '18-DSS-KA-3-005_alternaria_granny-smith_outer_1', 'IMG_3910', '18-DSS-KA-2-022_alternaria_fuji_outer_1', 'IMG_8072', 'IMG_9944', 'IMG_3064'];['IMG_0175', 'DSS_MX_1_GOLD_0010', 'IMG_3067', 'IMG_5892', 'IMG_2281', 'DSS_MX_1_GOLD_0008', 'IMG_6281', 'IMG_3910', 'IMG_8072', 'IMG_9944', 'IMG_3064']
289_1;289;12;Alternaria;a2;True;Alternaria;1;[('Alternaria', 5), ('Penicillium', -0.8), ('Botrytis', -2.7), ('Mucor', -2.7)];125.48;['DSS_KA_1_102', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_7948', 'IMG_2281', 'biosudtirol_039', 'DSS_MX_1_GOLD_0010', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_3047', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'biosudtirol_024', 'IMG_2728', 'IMG_3910', 'IMG_2669', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'IMG_2568', 'IMG_9419', 'IMG_3067', 'DSS_MX_1_FUJI_0015', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'IMG_8072', 'IMG_2975', 'IMG_6281', '18-DSS-KA-2-022_alternaria_fuji_outer_1', 'IMG_0027'];['18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_7948', '18-DSS-KA-2-031_alternaria_fuji_outer_1', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2'];['18-DSS-KA-3-008_alternaria_granny-smith_outer_1', '18-DSS-KA-2-031_alternaria_fuji_outer_1', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2'];['DSS_KA_1_102', 'IMG_2281', 'biosudtirol_039', 'DSS_MX_1_GOLD_0010', 'IMG_3047', 'biosudtirol_024', 'IMG_2728', 'IMG_3910'];['DSS_KA_1_102', 'IMG_2281', 'biosudtirol_039', 'DSS_MX_1_GOLD_0010', 'IMG_3047', 'biosudtirol_024', 'IMG_2728', 'IMG_3910']
289_2;289;4;Penicillium;pc3;False;Mucor;1;[('Mucor', 4.1), ('Botrytis', -1.6), ('Penicillium', -1.6), ('Alternaria', -5.4)];89.038;['IMG_3067', '18-DSS-BNL-1-002_alternaria_bonita_outer_2', 'DSS_KA_1_107', 'IMG_2252', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_3910', 'IMG_5866', 'DSS_MX_1_BRAEBURN_0020', 'DSS_KA_1_049', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_7451', 'IMG_1831', 'IMG_8394', 'IMG_2728', 'IMG_0027', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'DSS_MX_1_GOLD_0010', 'DSS_KA_1_102', 'IMG_6444', 'IMG_3047', 'IMG_8267', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_6281'];['IMG_3067', 'DSS_MX_1_BRAEBURN_0020', 'DSS_KA_1_049', 'IMG_8394', 'IMG_2728', 'DSS_MX_1_GOLD_0010', 'DSS_KA_1_102', 'IMG_3047', 'IMG_8267'];['DSS_KA_1_049', 'IMG_8267'];['18-DSS-BNL-1-002_alternaria_bonita_outer_2', 'DSS_KA_1_107', 'IMG_2252', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_3910', 'IMG_5866', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_7451', 'IMG_1831', 'IMG_0027', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', 'IMG_6444', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_6281'];['18-DSS-BNL-1-002_alternaria_bonita_outer_2', 'DSS_KA_1_107', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_3910', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_7451', 'IMG_1831', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', '18-DSS-KA-3-030_alternaria_granny-smith_outer_1', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_6281']
289_3;289;8;Botrytis;bt1;True;Botrytis;3;[('Mucor', 1.1), ('Penicillium', 1.1), ('Botrytis', 0.19999999999999996), ('Alternaria', -1.8)];105.093;['DSS_MX_1_FUJI_0063', 'IMG_8067', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_2669', 'IMG_3047', 'IMG_4974', '18-DSS-BS-NTO-1-005_alternaria_natyra_outer_1', 'IMG_6281', 'DSS_MX_1_BRAEBURN_0040', 'IMG_8394', '18-DSS-MX-1-010_alternaria_golden-delicious_outer_2', 'IMG_8267', 'IMG_5853', 'IMG_7938', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1', 'IMG_9279', 'DSS_KA_1_107', 'IMG_2728', 'IMG_9419', '18-DSS-KA-2-022_alternaria_fuji_outer_1', 'IMG_3067', 'IMG_7948', '18-DSS-KA-2-034_alternaria_fuji_outer_1', 'IMG_8072'];['DSS_MX_1_FUJI_0063', 'IMG_3047', 'IMG_8394', 'IMG_7938', 'IMG_9279', 'IMG_8072'];['IMG_8394', 'IMG_8072'];['IMG_8067', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_2669', 'IMG_4974', '18-DSS-BS-NTO-1-005_alternaria_natyra_outer_1', 'IMG_6281'];['18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_2669', 'IMG_4974', '18-DSS-BS-NTO-1-005_alternaria_natyra_outer_1']
289_4;289;12;Alternaria;a1;True;Alternaria;1;[('Alternaria', 2), ('Mucor', -0.8), ('Botrytis', -2.7), ('Penicillium', -2.7)];45.524;['18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_2728', 'IMG_2568', 'DSS_MX_1_FUJI_0015', '18-DSS-CAFA-2-017_alternaria_granny-smith_outer_1', 'IMG_6415', 'IMG_3067', 'DSS_KA_1_107', 'IMG_9279', '18-DSS-BS-NTO-1-005_alternaria_natyra_outer_1', 'IMG_2252', 'IMG_7451', '18-DSS-MX-1-005_alternaria_golden-delicious_outer_2', 'DSS_MX_1_BRAEBURN_0020', 'biosudtirol_039', 'IMG_6281', '18-DSS-BNL-1-001_alternaria_bonita_outer_4', 'DSS_KA_1_012', 'IMG_8067', 'IMG_6438', 'IMG_7955', 'IMG_9580', 'IMG_3910', '18-DSS-KA-2-031_alternaria_fuji_outer_1'];['18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_9580', '18-DSS-KA-2-031_alternaria_fuji_outer_1'];['18-DSS-KA-3-008_alternaria_granny-smith_outer_1', '18-DSS-KA-2-031_alternaria_fuji_outer_1'];['IMG_2728', 'IMG_2568', 'IMG_6415', 'IMG_7451', 'DSS_MX_1_BRAEBURN_0020', 'IMG_6438', 'IMG_7955', 'IMG_3910'];['IMG_2728', 'IMG_2568', 'IMG_6415', 'IMG_7451', 'DSS_MX_1_BRAEBURN_0020', 'IMG_6438', 'IMG_7955', 'IMG_3910']
289_5;289;4;Penicillium;pc2;True;Penicillium;1;[('Penicillium', 2), ('Botrytis', 0.09999999999999998), ('Mucor', 0), ('Alternaria', -0.9)];62.198;['IMG_6441', 'DSS_KA_1_012', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'IMG_8394', 'IMG_7938', 'DSS_GEOS_1_189', '18-DSS-KA-2-031_alternaria_fuji_outer_1', 'IMG_3067', '18-DSS-KA-3-008_alternaria_granny-smith_outer_1', 'IMG_1831', 'IMG_8067', 'IMG_6444', 'IMG_8072', 'IMG_2975', 'biosudtirol_044', '18-DSS-BNL-1-001_alternaria_bonita_outer_4', 'IMG_7451', 'IMG_2712', 'DSS_MX_1_FUJI_0063', '18-DSS-KA-3-005_alternaria_granny-smith_outer_1', 'IMG_5853', 'DSS_MX_1_BRAEBURN_0035', 'IMG_8267', '18-DSS-KA-3-028_alternaria_granny-smith_outer_1'];['IMG_7938', 'DSS_GEOS_1_189', 'biosudtirol_044'];['IMG_7938', 'biosudtirol_044'];['18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'IMG_8394'];['18-DSS-MX-1-137_alternaria_red-delicious_outer_2', 'IMG_8394']
289_6;289;8;Botrytis;bt3;True;Botrytis;1;[('Botrytis', 1), ('Alternaria', 0), ('Mucor', 0), ('Penicillium', 0)];21.701;['DSS_MX_1_FUJI_0063', 'IMG_3910', 'IMG_2712', '18-DSS-BNL-1-002_alternaria_bonita_outer_2', '18-DSS-MX-1-098_alternaria_morgenduft_outer_3', 'IMG_3064', 'IMG_8067', 'IMG_9419', 'IMG_2039', 'IMG_3047', 'IMG_5853', '18-DSS-BS-NTO-1-002_alternaria_natyra_outer_4', '18-DSS-BS-NTO-1-005_alternaria_natyra_outer_2', 'DSS_KA_1_058', 'IMG_6281', 'IMG_5866', 'DSS_MX_1_FUJI_0031', 'DSS_KA_1_107', 'DSS_MX_1_BRAEBURN_0020', '18-DSS-MX-1-137_alternaria_red-delicious_outer_2', '18-DSS-BNL-1-001_alternaria_bonita_outer_4', 'DSS_MX_1_GOLD_0008', 'DSS_MX_1_BRAEBURN_0040', 'IMG_2252'];['IMG_3910'];['IMG_3910'];[];[]
